location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Shelby, Alabama",Confirmed (per 100k),108.86,5.05,0.05,12.10,5,1,6,1
"Clay, Mississippi",Confirmed (per 100k),108.72,7.40,0.07,7.76,5,1,6,-1
"Oneida, New York",Confirmed (per 100k),107.58,6.93,0.06,7.55,5,1,6,-1
"Orange, North Carolina",Confirmed (per 100k),107.09,7.89,0.07,7.09,5,1,6,-1
"Lubbock, Texas",Confirmed (per 100k),106.26,6.30,0.06,8.66,5,1,6,0
"Clay, Alabama",Confirmed (per 100k),105.78,5.40,0.05,11.57,5,1,6,0
"Trumbull, Ohio",Confirmed (per 100k),100.52,5.56,0.06,9.47,5,1,6,0
"St. Joseph, Indiana",Confirmed (per 100k),100.43,5.52,0.05,7.99,5,1,6,1
"St. Charles, Missouri",Confirmed (per 100k),99.50,5.22,0.05,10.76,5,1,6,-1
"Victoria, Texas",Confirmed (per 100k),96.65,5.74,0.06,9.37,5,1,6,-1
"Socorro, New Mexico",Confirmed (per 100k),96.17,5.15,0.05,8.08,5,1,6,1
"Jefferson, West Virginia",Confirmed (per 100k),94.49,5.25,0.06,10.38,5,1,6,-1
"Coweta, Georgia",Confirmed (per 100k),91.58,5.39,0.06,8.45,5,1,6,1
"Tuscola, Michigan",Confirmed (per 100k),89.96,5.20,0.06,9.86,5,1,6,-1
"Fayette, Tennessee",Confirmed (per 100k),89.95,5.56,0.06,8.75,5,1,6,1
"Houston, Georgia",Confirmed (per 100k),89.95,5.34,0.06,9.06,5,1,6,1
"Kendall, Illinois",Confirmed (per 100k),89.93,6.53,0.07,7.71,5,1,6,-1
"Lincoln, Louisiana",Confirmed (per 100k),89.85,6.11,0.07,8.04,5,1,6,-1
"Freeborn, Minnesota",Confirmed (per 100k),89.16,6.13,0.07,7.91,5,1,6,-1
"Franklin City, Virginia",Confirmed (per 100k),87.86,5.38,0.06,9.58,5,1,6,1
"Cecil, Maryland",Confirmed (per 100k),87.50,6.11,0.07,7.13,5,1,6,-1
"Kane, Illinois",Confirmed (per 100k),86.96,5.74,0.07,8.00,5,1,6,1
"Harris, Texas",Confirmed (per 100k),86.92,5.34,0.06,8.89,5,1,6,-1
"Republic, Kansas",Confirmed (per 100k),86.28,6.16,0.07,8.31,5,1,6,-2
"McHenry, Illinois",Confirmed (per 100k),85.78,5.25,0.06,8.99,5,1,6,1
"Berkeley, West Virginia",Confirmed (per 100k),83.91,5.15,0.06,9.48,5,1,6,1
"Riverside, California",Confirmed (per 100k),79.38,5.46,0.07,7.30,5,1,6,1
"Coryell, Texas",Confirmed (per 100k),79.00,4.33,0.05,5.16,4,2,6,-3
"Benton, Iowa",Confirmed (per 100k),77.99,5.01,0.06,8.51,5,1,6,1
"Morgan, Georgia",Confirmed (per 100k),77.82,5.19,0.07,9.06,5,1,6,-1
"Clay, Florida",Confirmed (per 100k),77.54,5.21,0.07,8.04,5,1,6,-1
"Carlton, Minnesota",Confirmed (per 100k),75.27,5.18,0.07,7.22,5,1,6,-1
"Haywood, Tennessee",Confirmed (per 100k),75.13,5.78,0.08,7.67,5,1,6,-1
"Scott, Indiana",Confirmed (per 100k),71.21,5.39,0.08,7.35,5,1,6,-1
"Stafford, Virginia",Confirmed (per 100k),70.64,4.30,0.06,6.94,4,2,6,1
"Washington, Maryland",Confirmed (per 100k),70.18,4.92,0.07,6.57,4,2,6,-1
"Paulding, Georgia",Confirmed (per 100k),69.37,4.66,0.07,6.74,4,2,6,1
"Washington, New York",Confirmed (per 100k),68.62,4.90,0.07,6.68,4,2,6,1
"Miller, Arkansas",Confirmed (per 100k),64.73,4.95,0.08,6.63,4,2,6,-1
"Daviess, Indiana",Confirmed (per 100k),62.97,3.43,0.05,5.10,4,2,6,-1
"Adams, Pennsylvania",Confirmed (per 100k),62.13,4.85,0.08,6.08,4,2,6,0
"Bibb, Georgia",Confirmed (per 100k),62.03,4.57,0.07,6.04,4,2,6,1
"Hendry, Florida",Confirmed (per 100k),61.87,4.76,0.08,5.39,4,2,6,0
"Putnam, Florida",Confirmed (per 100k),61.73,4.60,0.07,6.35,4,2,6,0
"Northumberland, Pennsylvania",Confirmed (per 100k),61.64,4.09,0.07,5.80,4,2,6,0
"Lafayette, Arkansas",Confirmed (per 100k),60.39,4.31,0.07,4.84,4,2,6,1
"Harford, Maryland",Confirmed (per 100k),59.50,4.92,0.08,6.22,4,2,6,0
"Jackson, Tennessee",Confirmed (per 100k),59.39,4.85,0.08,6.23,4,2,6,1
"Dyer, Tennessee",Confirmed (per 100k),59.21,4.61,0.08,6.64,4,2,6,0
"Converse, Wyoming",Confirmed (per 100k),57.88,4.13,0.07,6.93,4,2,6,-1
"Elmore, Alabama",Confirmed (per 100k),57.88,3.69,0.06,6.88,4,2,6,1
"Allendale, South Carolina",Confirmed (per 100k),57.55,4.93,0.09,5.88,4,2,6,0
"Cameron, Texas",Confirmed (per 100k),56.48,3.88,0.07,6.51,4,2,6,0
"Crawford, Ohio",Confirmed (per 100k),55.43,3.44,0.06,6.51,4,2,6,1
"Walton, Georgia",Confirmed (per 100k),54.97,4.23,0.08,6.06,4,2,6,1
"Putnam, Georgia",Confirmed (per 100k),54.25,4.52,0.08,4.10,4,2,6,0
"Rockcastle, Kentucky",Confirmed (per 100k),53.91,4.28,0.08,6.16,4,2,6,-2
"Muskegon, Michigan",Confirmed (per 100k),53.58,3.62,0.07,6.28,4,2,6,1
"Leon, Florida",Confirmed (per 100k),52.46,3.99,0.08,6.06,4,2,6,0
"Jones, Georgia",Confirmed (per 100k),52.20,3.48,0.07,6.88,4,2,6,1
"Washington, Virginia",Confirmed (per 100k),52.10,4.78,0.09,5.35,4,2,6,-2
"Tioga, New York",Confirmed (per 100k),51.86,4.74,0.09,5.67,4,2,6,0
"Russell, Alabama",Confirmed (per 100k),51.76,4.44,0.09,5.46,4,2,6,0
"Madison, Illinois",Confirmed (per 100k),51.34,4.13,0.08,6.22,4,2,6,0
"Johnston, North Carolina",Confirmed (per 100k),51.11,3.89,0.08,6.72,4,2,6,0
"Houston, Alabama",Confirmed (per 100k),51.00,3.64,0.07,6.53,4,2,6,0
"Elkhart, Indiana",Confirmed (per 100k),50.89,3.95,0.08,5.80,4,2,6,0
"Pulaski, Kentucky",Confirmed (per 100k),50.79,4.40,0.09,6.23,4,2,6,0
"Pemiscot, Missouri",Confirmed (per 100k),50.62,4.52,0.09,4.50,4,2,6,3
"Bedford, Tennessee",Confirmed (per 100k),50.29,4.31,0.09,5.47,4,2,6,0
"Allen, Ohio",Confirmed (per 100k),49.83,3.35,0.07,5.80,4,2,6,1
"Warren, Virginia",Confirmed (per 100k),49.80,4.62,0.09,4.60,4,2,6,-1
"Smith, Tennessee",Confirmed (per 100k),49.61,4.96,0.10,4.60,4,2,6,-1
"Jefferson, Indiana",Confirmed (per 100k),49.52,4.42,0.09,5.33,4,2,6,0
"Hanover, Virginia",Confirmed (per 100k),49.18,4.37,0.09,4.88,4,2,6,0
"Preble, Ohio",Confirmed (per 100k),48.92,3.49,0.07,5.61,4,2,6,0
"Martin, Indiana",Confirmed (per 100k),48.76,4.18,0.09,4.96,4,2,6,-3
"Barbour, Alabama",Confirmed (per 100k),48.61,4.63,0.10,4.50,4,2,6,-1
"Wyoming, Pennsylvania",Confirmed (per 100k),48.52,3.73,0.08,5.39,4,2,6,1
"Jackson, Wisconsin",Confirmed (per 100k),48.44,4.15,0.09,6.69,4,2,6,0
"Dallas, Alabama",Confirmed (per 100k),48.39,3.84,0.08,5.26,4,2,6,0
"Culpeper, Virginia",Confirmed (per 100k),47.52,4.07,0.09,5.05,4,2,6,0
"Walworth, Wisconsin",Confirmed (per 100k),47.18,3.30,0.07,6.55,4,2,6,1
"Cayuga, New York",Confirmed (per 100k),47.01,3.54,0.08,6.21,4,2,6,-1
"Grundy, Illinois",Confirmed (per 100k),47.01,4.20,0.09,5.28,4,2,6,0
"Boyle, Kentucky",Confirmed (per 100k),46.57,3.33,0.07,6.98,4,2,6,1
"Spencer, Kentucky",Confirmed (per 100k),46.51,2.95,0.06,4.67,4,2,6,-1
"Cook, Georgia",Confirmed (per 100k),46.32,3.31,0.07,6.93,4,2,6,-1
"Covington, Alabama",Confirmed (per 100k),45.89,4.24,0.09,4.81,4,2,6,0
"Chattahoochee, Georgia",Confirmed (per 100k),45.84,3.93,0.09,4.50,4,2,6,1
"Marion, Illinois",Confirmed (per 100k),45.69,4.22,0.09,4.24,4,2,6,-1
"Cumberland, Kentucky",Confirmed (per 100k),45.36,4.32,0.10,4.15,4,2,6,-2
"Scott, Tennessee",Confirmed (per 100k),45.31,3.88,0.09,5.77,4,2,6,0
"Texas, Oklahoma",Confirmed (per 100k),45.04,2.14,0.05,5.65,4,2,6,3
"Schuyler, New York",Confirmed (per 100k),44.93,3.21,0.07,6.41,4,2,6,3
"Carson City, Nevada",Confirmed (per 100k),44.71,3.07,0.07,6.52,4,2,6,1
"Westmoreland, Virginia",Confirmed (per 100k),44.41,3.96,0.09,6.58,4,2,6,0
"Appomattox, Virginia",Confirmed (per 100k),43.99,3.59,0.08,6.58,4,2,6,-3
"Boone, Kentucky",Confirmed (per 100k),43.42,3.96,0.09,4.21,4,2,6,-2
"Brown, Wisconsin",Confirmed (per 100k),43.09,3.02,0.07,5.19,4,2,6,0
"McCormick, South Carolina",Confirmed (per 100k),42.27,3.02,0.07,6.93,4,2,6,1
"Cattaraugus, New York",Confirmed (per 100k),42.04,3.57,0.08,5.37,4,2,6,0
"Cassia, Idaho",Confirmed (per 100k),41.61,2.97,0.07,6.30,4,2,6,1
"Banks, Georgia",Confirmed (per 100k),41.59,3.71,0.09,5.75,4,2,6,0
"Conecuh, Alabama",Confirmed (per 100k),41.44,3.55,0.09,6.81,4,2,6,0
"Gallatin, Illinois",Confirmed (per 100k),41.43,2.96,0.07,5.19,4,2,6,6
"Adams, Illinois",Confirmed (per 100k),41.26,4.15,0.10,4.86,4,2,6,-2
"Berrien, Georgia",Confirmed (per 100k),41.24,2.95,0.07,6.58,4,2,6,1
"El Paso, Texas",Confirmed (per 100k),41.23,2.86,0.07,6.59,4,2,6,0
"Clarke, Virginia",Confirmed (per 100k),41.04,2.93,0.07,4.96,4,2,6,2
"Mercer, Kentucky",Confirmed (per 100k),41.03,3.26,0.08,5.61,4,2,6,0
"Calloway, Kentucky",Confirmed (per 100k),41.02,4.03,0.10,4.24,4,2,6,-1
"George, Mississippi",Confirmed (per 100k),40.82,2.92,0.07,6.44,4,2,6,1
"Baldwin, Alabama",Confirmed (per 100k),40.76,2.88,0.07,6.66,4,2,6,1
"Grant, New Mexico",Confirmed (per 100k),40.74,3.17,0.08,5.42,4,2,6,-2
"Richland, Wisconsin",Confirmed (per 100k),40.58,2.48,0.06,6.81,4,2,6,1
"DeKalb, Alabama",Confirmed (per 100k),40.55,3.00,0.07,6.53,4,2,6,0
"Dare, North Carolina",Confirmed (per 100k),40.53,3.47,0.09,6.58,4,2,6,1
"Clinton, Indiana",Confirmed (per 100k),40.12,3.09,0.08,6.98,4,2,6,0
"Austin, Texas",Confirmed (per 100k),39.96,2.85,0.07,6.93,4,2,6,0
"Emanuel, Georgia",Confirmed (per 100k),39.74,3.78,0.10,5.54,4,2,6,-2
"Scotts Bluff, Nebraska",Confirmed (per 100k),39.31,3.21,0.08,6.93,4,2,6,-1
"Duplin, North Carolina",Confirmed (per 100k),39.15,2.92,0.07,5.13,4,2,6,0
"Warren, Kentucky",Confirmed (per 100k),39.13,3.01,0.08,5.59,4,2,6,0
"Atchison, Missouri",Confirmed (per 100k),38.89,2.78,0.07,5.19,4,2,6,6
"Shelby, Kentucky",Confirmed (per 100k),38.76,2.91,0.08,6.23,4,2,6,0
"Marshall, Kentucky",Confirmed (per 100k),38.59,2.76,0.07,6.81,4,2,6,-1
"Wakulla, Florida",Confirmed (per 100k),38.53,2.54,0.07,6.58,4,2,6,3
"Delta, Colorado",Confirmed (per 100k),38.51,3.21,0.08,4.30,4,2,6,2
"Wheeler, Georgia",Confirmed (per 100k),38.19,3.64,0.10,4.50,4,2,6,1
"Camp, Texas",Confirmed (per 100k),38.19,3.27,0.09,4.73,4,2,6,0
"Butler, Missouri",Confirmed (per 100k),37.67,3.70,0.10,4.56,4,2,6,-2
"McCulloch, Texas",Confirmed (per 100k),37.58,3.58,0.10,5.19,4,2,6,-3
"Rockwall, Texas",Confirmed (per 100k),37.17,2.04,0.05,5.93,4,2,6,1
"Schoolcraft, Michigan",Confirmed (per 100k),37.06,3.53,0.10,4.15,4,2,6,-1
"West Carroll, Louisiana",Confirmed (per 100k),36.93,3.96,0.11,4.50,4,2,6,-3
"Smyth, Virginia",Confirmed (per 100k),36.54,3.80,0.10,5.02,4,2,6,-1
"Roosevelt, Montana",Confirmed (per 100k),36.35,2.60,0.07,5.88,4,2,6,0
"Richland, Ohio",Confirmed (per 100k),36.32,2.71,0.07,6.76,4,2,6,0
"Martin, Kentucky",Confirmed (per 100k),35.73,2.55,0.07,6.58,4,2,6,0
"Hamilton, Texas",Confirmed (per 100k),35.46,3.38,0.10,5.88,4,2,6,-3
"LaGrange, Indiana",Confirmed (per 100k),35.34,2.52,0.07,6.58,4,2,6,0
"Mason, Kentucky",Confirmed (per 100k),35.15,2.51,0.07,5.65,4,2,6,0
"Aiken, South Carolina",Confirmed (per 100k),35.11,2.68,0.08,6.77,4,2,6,1
"Lincoln, Colorado",Confirmed (per 100k),35.08,2.51,0.07,5.88,4,2,6,6
"Tyler, West Virginia",Confirmed (per 100k),34.92,3.33,0.10,5.54,4,2,6,-2
"Union, Kentucky",Confirmed (per 100k),34.77,2.98,0.09,5.65,4,2,6,0
"Montgomery, Virginia",Confirmed (per 100k),34.51,2.46,0.07,6.95,4,2,6,-1
"Benton, Indiana",Confirmed (per 100k),34.29,1.63,0.05,6.58,4,2,6,0
"Jay, Indiana",Confirmed (per 100k),34.25,2.80,0.08,5.36,4,2,6,3
"McDowell, West Virginia",Confirmed (per 100k),34.04,3.24,0.10,5.02,4,2,6,-2
"Lyon, Iowa",Confirmed (per 100k),34.03,2.43,0.07,6.23,4,2,6,1
"Lawrence, Tennessee",Confirmed (per 100k),33.98,2.91,0.09,6.19,4,2,6,0
"Cheyenne, Nebraska",Confirmed (per 100k),33.67,3.21,0.10,4.50,4,2,6,-3
"Nelson, Virginia",Confirmed (per 100k),33.49,2.87,0.09,6.35,4,2,6,0
"Ohio, Kentucky",Confirmed (per 100k),33.34,4.17,0.13,4.10,4,2,6,-2
"Crowley, Colorado",Confirmed (per 100k),33.00,2.36,0.07,6.58,4,2,6,0
"Lunenburg, Virginia",Confirmed (per 100k),32.80,2.34,0.07,6.58,4,2,6,-2
"Union, Georgia",Confirmed (per 100k),32.64,2.91,0.09,5.75,4,2,6,-1
"Chattooga, Georgia",Confirmed (per 100k),32.27,2.31,0.07,6.58,4,2,6,1
"Nye, Nevada",Confirmed (per 100k),32.24,2.46,0.08,5.88,4,2,6,3
"Milam, Texas",Confirmed (per 100k),32.23,2.88,0.09,6.72,4,2,6,0
"Navarro, Texas",Confirmed (per 100k),31.93,2.85,0.09,5.12,4,2,6,1
"Montgomery, Illinois",Confirmed (per 100k),31.67,3.02,0.10,5.42,4,2,6,0
"Pecos, Texas",Confirmed (per 100k),31.60,1.81,0.06,4.15,4,2,6,-3
"Geary, Kansas",Confirmed (per 100k),31.58,2.71,0.09,4.50,4,2,6,-1
"Los Alamos, New Mexico",Confirmed (per 100k),30.98,2.21,0.07,5.88,4,2,6,0
"Yellow Medicine, Minnesota",Confirmed (per 100k),30.90,2.94,0.10,5.54,4,2,6,0
"Ford, Illinois",Confirmed (per 100k),30.86,3.31,0.11,5.65,4,2,6,0
"Buffalo, Wisconsin",Confirmed (per 100k),30.70,2.19,0.07,6.23,4,2,6,1
"Cabell, West Virginia",Confirmed (per 100k),30.45,2.33,0.08,6.21,4,2,6,0
"Lee, Virginia",Confirmed (per 100k),29.89,3.05,0.10,4.50,4,2,6,-1
"Boone, Illinois",Confirmed (per 100k),29.88,2.40,0.08,4.34,4,2,6,1
"Monroe, Arkansas",Confirmed (per 100k),29.85,2.13,0.07,6.58,4,2,6,0
"Carroll, Indiana",Confirmed (per 100k),29.62,2.12,0.07,6.81,4,2,6,1
"Clinton, Kentucky",Confirmed (per 100k),29.36,2.80,0.10,4.15,4,2,6,-2
"Barry, Michigan",Confirmed (per 100k),29.24,1.62,0.06,5.79,4,2,6,3
"York, Nebraska",Confirmed (per 100k),29.24,3.13,0.11,4.50,4,2,6,-1
"Glacier, Montana",Confirmed (per 100k),29.08,3.12,0.11,4.73,4,2,6,0
"Seminole, Oklahoma",Confirmed (per 100k),28.86,2.36,0.08,6.75,4,2,6,0
"Minidoka, Idaho",Confirmed (per 100k),28.52,2.04,0.07,6.35,4,2,6,1
"Oldham, Kentucky",Confirmed (per 100k),28.44,2.14,0.08,5.95,4,2,6,0
"Nelson, Kentucky",Confirmed (per 100k),28.12,2.78,0.10,4.11,4,2,6,0
"Dallam, Texas",Confirmed (per 100k),27.45,1.96,0.07,5.19,4,2,6,6
"Ross, Ohio",Confirmed (per 100k),27.39,2.05,0.07,6.01,4,2,6,-1
"Valencia, New Mexico",Confirmed (per 100k),27.38,2.42,0.09,4.76,4,2,6,0
"Merced, California",Confirmed (per 100k),27.37,2.32,0.08,5.64,4,2,6,0
"Trinity, Texas",Confirmed (per 100k),27.30,1.95,0.07,6.93,4,2,6,2
"Escambia, Alabama",Confirmed (per 100k),27.30,2.73,0.10,4.60,4,2,6,-1
"Stanly, North Carolina",Confirmed (per 100k),27.07,2.05,0.08,6.81,4,2,6,0
"Sampson, North Carolina",Confirmed (per 100k),26.76,1.80,0.07,5.97,4,2,6,0
"Gallia, Ohio",Confirmed (per 100k),26.76,1.91,0.07,6.06,4,2,6,3
"Obion, Tennessee",Confirmed (per 100k),26.61,2.38,0.09,5.61,4,2,6,0
"Lycoming, Pennsylvania",Confirmed (per 100k),26.48,2.14,0.08,5.76,4,2,6,0
"Major, Oklahoma",Confirmed (per 100k),26.22,1.87,0.07,5.19,4,2,6,6
"Scotland, North Carolina",Confirmed (per 100k),25.84,2.46,0.10,5.08,4,2,6,-1
"Somerset, Maine",Confirmed (per 100k),25.75,1.98,0.08,4.40,4,2,6,0
"Guernsey, Ohio",Confirmed (per 100k),25.72,1.84,0.07,4.50,4,2,6,-1
"Catoosa, Georgia",Confirmed (per 100k),25.16,1.69,0.07,6.49,4,2,6,1
"Fayette, Alabama",Confirmed (per 100k),24.54,2.63,0.11,4.03,4,2,6,-2
"Titus, Texas",Confirmed (per 100k),24.43,2.18,0.09,4.77,4,2,6,-1
"Dale, Alabama",Confirmed (per 100k),24.40,2.32,0.10,4.32,4,2,6,-1
"Kaufman, Texas",Confirmed (per 100k),24.24,1.89,0.08,6.23,4,2,6,0
"Morris, Texas",Confirmed (per 100k),24.22,2.31,0.10,5.88,4,2,6,0
"Allegany, Maryland",Confirmed (per 100k),24.14,2.03,0.08,5.26,4,2,6,0
"Palo Pinto, Texas",Confirmed (per 100k),23.98,2.45,0.10,4.22,4,2,6,-2
"Saline, Kansas",Confirmed (per 100k),23.97,1.58,0.07,6.93,4,2,6,2
"Giles, Virginia",Confirmed (per 100k),23.92,1.71,0.07,6.23,4,2,6,-2
"DeKalb, Missouri",Confirmed (per 100k),23.91,2.28,0.10,5.88,4,2,6,0
"Jefferson, Illinois",Confirmed (per 100k),23.88,1.90,0.08,5.19,4,2,6,-1
"Hempstead, Arkansas",Confirmed (per 100k),23.22,2.65,0.11,4.15,4,2,6,-2
"Kiowa, Oklahoma",Confirmed (per 100k),22.97,1.64,0.07,5.88,4,2,6,6
"Dillon, South Carolina",Confirmed (per 100k),22.97,1.87,0.08,4.67,4,2,6,-1
"Henry, Missouri",Confirmed (per 100k),22.91,1.96,0.09,4.96,4,2,6,-1
"Hardin, Kentucky",Confirmed (per 100k),22.53,1.93,0.09,4.36,4,2,6,-1
"Phillips, Arkansas",Confirmed (per 100k),22.49,2.41,0.11,4.27,4,2,6,-1
"Gilmer, Georgia",Confirmed (per 100k),22.32,1.82,0.08,6.41,4,2,6,-2
"Hunt, Texas",Confirmed (per 100k),22.31,2.03,0.09,5.49,4,2,6,0
"Sandusky, Ohio",Confirmed (per 100k),22.22,1.95,0.09,5.28,4,2,6,0
"St. Louis, Minnesota",Confirmed (per 100k),21.60,1.79,0.08,6.58,4,2,6,0
"Mohave, Arizona",Confirmed (per 100k),21.21,1.48,0.07,6.67,4,2,6,2
"Laurens, South Carolina",Confirmed (per 100k),20.74,1.69,0.08,6.67,4,2,6,0
"Clinton, Pennsylvania",Confirmed (per 100k),20.71,1.85,0.09,5.75,4,2,6,-1
"Moultrie, Illinois",Confirmed (per 100k),20.69,1.97,0.10,5.88,4,2,6,0
"Halifax, Virginia",Confirmed (per 100k),20.64,2.11,0.10,5.05,4,2,6,-1
"Woodbury, Iowa",Confirmed (per 100k),20.37,1.52,0.07,6.77,4,2,6,0
"Wayne, Georgia",Confirmed (per 100k),20.05,1.43,0.07,6.58,4,2,6,2
"Campbell, Virginia",Confirmed (per 100k),20.04,2.08,0.10,4.32,4,2,6,-1
"Howard, Missouri",Confirmed (per 100k),20.00,1.43,0.07,5.88,4,2,6,-2
"Greenup, Kentucky",Confirmed (per 100k),19.94,1.22,0.06,4.96,4,2,6,-2
"Spencer, Indiana",Confirmed (per 100k),19.73,1.41,0.07,4.50,4,2,6,-1
"Jasper, Texas",Confirmed (per 100k),19.70,1.61,0.08,6.58,4,2,6,0
"Washington, Florida",Confirmed (per 100k),19.63,1.68,0.09,5.19,4,2,6,-1
"Roanoke, Virginia",Confirmed (per 100k),19.11,1.37,0.07,6.89,4,2,6,2
"Grayson, Kentucky",Confirmed (per 100k),18.92,1.62,0.09,4.50,4,2,6,0
"Walker, Georgia",Confirmed (per 100k),18.64,1.23,0.07,4.50,4,2,6,2
"Dade, Georgia",Confirmed (per 100k),18.62,1.77,0.10,4.84,4,2,6,2
"Peoria, Illinois",Confirmed (per 100k),18.42,1.36,0.07,6.33,4,2,6,0
"Laurel, Kentucky",Confirmed (per 100k),18.09,1.64,0.09,4.00,4,2,6,-2
"Williamson, Illinois",Confirmed (per 100k),18.02,1.50,0.08,6.38,4,2,6,0
"Lafayette, Wisconsin",Confirmed (per 100k),18.00,1.71,0.10,5.54,4,2,6,-2
"Des Moines, Iowa",Confirmed (per 100k),17.96,1.47,0.08,4.50,4,2,6,1
"Amador, California",Confirmed (per 100k),17.61,1.44,0.08,6.75,4,2,6,0
"Atascosa, Texas",Confirmed (per 100k),17.59,1.40,0.08,6.86,4,2,6,-1
"Marshall, Illinois",Confirmed (per 100k),17.49,1.25,0.07,5.19,4,2,6,6
"Lyon, Nevada",Confirmed (per 100k),17.39,1.74,0.10,4.30,4,2,6,1
"Mississippi, Arkansas",Confirmed (per 100k),17.22,2.11,0.12,4.38,4,2,6,-2
"Uintah, Utah",Confirmed (per 100k),16.79,1.60,0.10,6.06,4,2,6,-1
"Adams, Indiana",Confirmed (per 100k),16.77,1.60,0.10,4.50,4,2,6,0
"Fremont, Colorado",Confirmed (per 100k),16.72,1.19,0.07,6.75,4,2,6,0
"Powell, Kentucky",Confirmed (per 100k),16.18,1.16,0.07,6.58,4,2,6,0
"Claiborne, Tennessee",Confirmed (per 100k),15.65,1.34,0.09,5.42,4,2,6,0
"Grant, Wisconsin",Confirmed (per 100k),15.55,1.39,0.09,4.64,4,2,6,1
"Taylor, Kentucky",Confirmed (per 100k),15.52,1.11,0.07,6.93,4,2,6,2
"Lamb, Texas",Confirmed (per 100k),15.51,1.11,0.07,5.88,4,2,6,6
"Duchesne, Utah",Confirmed (per 100k),15.05,1.43,0.10,6.23,4,2,6,0
"Union, Tennessee",Confirmed (per 100k),15.02,1.43,0.10,6.23,4,2,6,0
"Izard, Arkansas",Confirmed (per 100k),14.67,1.05,0.07,5.88,4,2,6,-2
"Newaygo, Michigan",Confirmed (per 100k),14.29,1.17,0.08,5.71,4,2,6,0
"Glenn, California",Confirmed (per 100k),14.09,1.01,0.07,6.58,4,2,6,2
"Logan, Illinois",Confirmed (per 100k),13.98,1.50,0.11,4.96,4,2,6,1
"Cocke, Tennessee",Confirmed (per 100k),13.89,1.19,0.09,5.19,4,2,6,1
"Matanuska-Susitna, Alaska",Confirmed (per 100k),13.85,1.45,0.10,4.24,4,2,6,-1
"Brooke, West Virginia",Confirmed (per 100k),13.67,1.30,0.10,5.88,4,2,6,-2
"Saline, Illinois",Confirmed (per 100k),12.77,1.22,0.10,6.23,4,2,6,0
"Upshur, West Virginia",Confirmed (per 100k),12.41,1.18,0.10,5.88,4,2,6,0
"Oconto, Wisconsin",Confirmed (per 100k),10.55,1.13,0.11,4.27,4,2,6,1
"Mason, Michigan",Confirmed (per 100k),10.29,0.98,0.10,3.80,3,3,6,-1
"Fulton, Illinois",Confirmed (per 100k),5.82,0.83,0.14,3.11,3,3,6,-2
"Menominee, Michigan",Confirmed (per 100k),4.39,0.63,0.14,3.11,3,3,6,-2
"Rockland, New York",Confirmed (per 100k),2601.07,102.83,0.04,14.93,5,0,5,-1
"Westchester, New York",Confirmed (per 100k),2165.05,87.07,0.04,14.81,5,0,5,0
"Blaine, Idaho",Confirmed (per 100k),1989.49,21.72,0.01,61.44,5,0,5,0
"Dougherty, Georgia",Confirmed (per 100k),1487.11,58.15,0.04,14.78,5,0,5,-1
"Orleans, Louisiana",Confirmed (per 100k),1478.68,28.41,0.02,33.80,5,0,5,0
"St. John the Baptist, Louisiana",Confirmed (per 100k),1328.29,49.02,0.04,16.71,5,0,5,-1
"Jefferson, Louisiana",Confirmed (per 100k),1217.36,41.82,0.03,17.93,5,0,5,-1
"Bergen, New Jersey",Confirmed (per 100k),1163.70,44.33,0.04,15.18,5,0,5,-1
"St. James, Louisiana",Confirmed (per 100k),995.45,21.67,0.02,29.59,5,0,5,0
"Lee, Georgia",Confirmed (per 100k),880.23,30.01,0.03,17.54,5,0,5,-1
"Eagle, Colorado",Confirmed (per 100k),848.95,24.88,0.03,20.92,5,0,5,0
"St. Bernard, Louisiana",Confirmed (per 100k),810.68,26.61,0.03,18.85,5,0,5,-1
"Summit, Utah",Confirmed (per 100k),726.06,13.90,0.02,34.44,5,0,5,0
"Wayne, Michigan",Confirmed (per 100k),717.07,25.84,0.04,16.35,5,0,5,-1
"Plaquemines, Louisiana",Confirmed (per 100k),633.70,16.63,0.03,23.71,5,0,5,-1
"Coffey, Kansas",Confirmed (per 100k),550.19,15.72,0.03,19.98,5,0,5,-1
"Monroe, Pennsylvania",Confirmed (per 100k),512.12,19.88,0.04,15.36,5,0,5,-1
"St. Tammany, Louisiana",Confirmed (per 100k),354.81,10.86,0.03,20.04,5,0,5,-1
"Northampton, North Carolina",Confirmed (per 100k),354.15,8.80,0.02,23.62,5,0,5,-1
"Ascension, Louisiana",Confirmed (per 100k),347.54,9.03,0.03,24.31,5,0,5,-1
"Franklin, Indiana",Confirmed (per 100k),329.55,8.79,0.03,22.92,5,0,5,0
"Ripley, Indiana",Confirmed (per 100k),314.22,6.56,0.02,30.15,5,0,5,0
"Wasatch, Utah",Confirmed (per 100k),302.13,9.64,0.03,19.75,5,0,5,0
"Berkshire, Massachusetts",Confirmed (per 100k),296.13,9.38,0.03,19.22,5,0,5,0
"Allen, Louisiana",Confirmed (per 100k),288.76,8.92,0.03,20.88,5,0,5,-1
"Kershaw, South Carolina",Confirmed (per 100k),280.99,6.01,0.02,30.13,5,0,5,0
"Claiborne, Louisiana",Confirmed (per 100k),280.79,10.03,0.04,16.98,5,0,5,-1
"Lincoln, Idaho",Confirmed (per 100k),279.54,7.99,0.03,21.83,5,0,5,-1
